date,FU893064105.Q,FU103164105.Q,FU793164105.Q,FU763164105.Q,FU513164105.Q,FU543164175.Q,FU554090005.Q,FU564090005.Q,FU403164105.Q,FU643164105.Q,FU663164105.Q,FU733164105.Q,FU503164105.Q,FU263164100.Q,FU893064105.Q,FU153064105.Q,FU103064103.Q,FU313064105.Q,FU213064103.Q,FU713064103.Q,FU763064103.Q,FU753064103.Q,FU513064105.Q,FU543064105.Q,FU573064105.Q,FU343064105.Q,FU223064145.Q,FU653064100.Q,FU553064103.Q,FU563064100.Q,FU663064105.Q,FU503064105.Q,FU263064105.Q
1985:Q1,-20520,-21702,-698,300,-172,101,156,0,27,0,-61,-1049,0,1880,-20520,-28774,-1487,0,0,0,101,65,-700,1588,3543,0,5267,168,-115,0,1155,0,-1331
1985:Q2,-14669,-17492,2675,350,502,115,1,0,27,0,1009,671,0,148,-14669,-35083,-1579,0,0,0,140,5,-528,1282,4622,0,9868,5979,-127,0,210,0,542
1985:Q3,-15434,-19243,2834,360,713,-150,439,0,27,0,-586,2031,0,975,-15434,-22740,-1499,0,0,0,-39,11,-402,299,2449,0,4096,3527,-47,0,-2389,0,1300
1985:Q4,-17704,-25632,7243,375,429,-146,373,0,27,0,2091,4094,0,685,-17704,-28617,-1739,0,0,0,-270,5,-325,1652,-26,0,9339,-1119,-140,0,-402,0,3938
1986:Q1,-12057,-14916,947,325,1453,-77,1564,0,-25,0,463,-2756,0,1912,-12057,-33574,4954,0,0,0,220,9,-250,-4317,-7080,0,6310,8027,1092,0,6285,0,6267
1986:Q2,-16428,-21767,3559,325,579,514,1595,0,-25,0,571,0,0,1780,-16428,-34850,5202,0,0,0,615,-19,-189,-2482,412,0,4920,3532,800,0,-1297,0,6928
1986:Q3,-19926,-21168,2234,350,253,-298,1395,0,-25,0,559,0,0,-992,-19926,-30846,4797,0,86,0,864,5,-42,4296,-9924,0,6459,-27,600,0,-707,0,4513
1986:Q4,-25793,-26805,2559,350,-38,431,1254,0,-25,0,587,0,0,-1547,-25793,-51641,5022,0,130,0,438,12,187,436,3979,0,6350,8775,400,0,-71,0,190
1987:Q1,-6583,-10719,2773,369,-417,-246,2317,0,39,0,711,0,0,1363,-6583,-43066,1440,0,104,0,811,8,464,6447,11255,0,8554,-3316,1716,0,-513,0,9513
1987:Q2,-16402,-19041,1954,373,-512,-158,1441,0,39,0,771,0,0,685,-16402,-47524,1501,0,123,0,332,5,779,916,-6097,0,11386,11777,1095,0,955,0,8350
1987:Q3,-15615,-17543,2200,373,-490,-223,1429,0,39,0,1072,0,0,-272,-15615,-22265,1589,0,82,0,146,-9,844,37,-7442,0,8206,-3162,406,0,1245,0,4708
1987:Q4,-26723,-28178,5361,374,-537,-227,2087,0,39,0,3625,0,0,-3906,-26723,-28281,1220,0,223,0,118,-94,659,-856,2104,0,4226,8495,76,0,-7067,0,-7546
1988:Q1,-21381,-25123,3010,167,-547,-118,3354,0,6,0,148,0,0,732,-21381,-17220,-18567,0,62,0,725,-1,774,329,12500,0,6115,-4073,187,0,-1193,0,-1019
1988:Q2,-29760,-34788,6216,-48,-502,111,6267,0,6,0,382,0,0,-1188,-29760,-8322,-19615,0,159,0,497,8,724,-999,-1596,0,3894,-3896,693,0,-1718,0,411
1988:Q3,-12990,-20765,7582,1705,-543,-58,6047,0,6,0,425,0,0,193,-12990,9296,-19501,0,305,0,460,0,886,-769,-5290,5,9023,-9070,1073,0,-73,0,665
1988:Q4,-42389,-48625,4871,664,-547,-68,4951,0,6,0,-135,0,0,1365,-42389,-23262,-19918,0,375,0,306,-8,1259,-892,1210,2,3819,-3239,799,0,94,0,-2934
1989:Q1,-41997,-43094,175,242,-412,-198,626,0,-18,0,-65,0,0,922,-41997,-27702,-1134,0,314,0,1171,1,1881,1900,-9468,11,1852,-7547,-2004,0,-1473,0,201
1989:Q2,-19608,-24529,424,416,-402,-91,-27,0,-18,0,546,0,0,4497,-19608,-37558,-1223,0,228,0,-286,1,2748,2090,-6370,9,3526,9098,-208,0,3906,0,4431
1989:Q3,-25380,-36471,3525,416,-411,-170,3295,0,-18,0,413,0,0,7566,-25380,-35618,-1343,0,153,0,-365,0,2417,3198,-5317,12,3501,-215,428,0,2344,0,5425
1989:Q4,-13225,-19885,2432,416,-365,-175,2380,0,-18,0,194,0,0,4228,-13225,-22190,-1359,0,372,0,-259,0,887,1493,-12773,13,5170,15468,1502,0,-90,0,-1459
1990:Q1,-12647,-17242,4573,663,-1028,-357,3179,0,-101,0,281,1936,0,22,-12647,68,1512,0,515,0,-664,0,-665,1442,552,34,-1161,-6406,671,0,-4937,0,-3608
1990:Q2,-7290,-12057,-1363,140,-661,-234,-2558,0,-101,0,115,1936,0,6130,-7290,-16158,1593,0,216,0,-706,1,-2240,1336,-3308,34,4553,10939,-1223,0,1705,0,-4032
1990:Q3,-17307,-18728,874,13,-1448,-445,1475,0,-101,0,-556,1936,0,547,-17307,-5729,1362,0,1003,0,-830,-1,-2525,-153,-2918,39,7305,-3387,1640,0,-10271,0,-2842
1990:Q4,-14142,-15206,359,1333,-666,-319,-707,0,-101,0,-242,1061,0,705,-14142,-40589,1469,0,38,0,-2860,0,-1524,4374,5992,181,11832,7800,-1001,0,6400,0,-6254
1991:Q1,10889,-1166,5224,897,-645,-111,792,0,55,0,194,4042,0,6831,10889,17201,1564,0,-366,0,1418,-4,-760,-8302,5205,66,8766,-17346,-1282,0,2488,0,2241
1991:Q2,21911,3111,9530,162,-638,-62,5525,0,55,0,475,4013,0,9270,21911,70,1548,0,431,0,-741,0,-245,1894,4965,25,5575,1243,1734,0,-1874,0,7286
1991:Q3,19251,4808,5804,-759,-629,-79,4479,0,55,0,82,2655,0,8639,19251,-6191,1617,0,67,0,-240,8,-40,-255,-2793,165,10076,12380,948,0,4526,0,-1017
1991:Q4,26306,12179,8211,620,-644,161,3779,0,55,0,212,4028,0,5916,26306,3906,1739,0,-89,0,108,15,-151,5125,4021,301,14670,-2645,385,0,3339,0,-4418
1992:Q1,30009,11819,10521,543,-12,-7,6162,0,12,0,-656,4479,0,7669,30009,38198,-7906,0,500,0,-253,-16,-180,3272,-12776,371,2108,18647,338,0,-6036,0,-6258
1992:Q2,22569,8992,10368,1153,-381,-59,5429,0,12,-5,776,3443,0,3209,22569,-1647,-7994,0,428,0,79,0,-143,1722,18839,285,5224,13775,728,0,-4195,0,-4532
1992:Q3,21764,3338,9280,719,-483,556,4115,0,12,2,146,4213,0,9146,21764,32663,-8183,0,207,0,-553,1,-81,780,-3851,250,656,14218,-506,0,-5828,0,-8009
1992:Q4,28087,4845,10870,1924,-97,120,4460,0,12,9,674,3768,0,12372,28087,780,-8534,0,-112,0,698,-9,0,1559,-1267,306,5860,19020,-578,0,8946,0,1418
1993:Q1,22155,3658,10163,616,671,403,5924,131,-106,-4,263,2265,0,8334,22155,-62785,11555,0,99,0,507,0,108,-57,34515,399,15645,23554,928,131,-5162,0,2718
1993:Q2,32221,7828,10710,369,2773,63,5924,144,-106,0,-90,1633,0,13683,32221,-27618,11525,0,370,0,287,154,229,1238,5657,345,-682,35605,928,144,5439,0,-1400
1993:Q3,40539,11942,8023,33,83,-1035,5924,6,-106,1,2364,753,0,20574,40539,-5719,11740,0,96,0,1234,-139,257,3601,-9520,396,6218,35778,928,6,-4592,0,255
1993:Q4,39547,11077,7685,892,52,-268,5924,169,-106,-1,251,772,0,20785,39547,-43748,11933,0,288,0,521,-15,193,6573,3702,529,12074,30921,928,169,6321,0,9158
1994:Q1,20582,942,434,634,-785,-209,591,217,-259,-1,519,-273,0,19206,20582,-6730,-7675,0,785,0,-1298,-1,200,4452,-10123,588,6453,41735,1516,217,-11882,0,2345
1994:Q2,15000,3321,-863,15,-750,-238,591,-266,-259,1,615,-572,0,12542,15000,-36169,-7649,0,503,0,-863,0,201,4180,17568,371,8276,32161,1516,-266,1682,0,-6511
1994:Q3,-4592,-9468,-2117,564,-710,-532,591,-87,-259,2,175,-1861,0,6993,-4592,-40147,-7966,0,-145,0,-408,0,201,3037,10692,397,2192,29292,1516,-87,-1269,0,-1897
1994:Q4,-21532,-28573,-2319,554,-1301,-767,591,108,-259,-3,1129,-2371,0,9360,-21532,-18849,-7907,0,438,0,-578,0,201,2772,-23532,348,9146,13133,1516,108,8588,0,-6916
1995:Q1,-4637,-10801,1440,143,-753,-667,1973,-16,-449,755,1118,-664,0,4724,-4637,-4549,-660,0,-555,0,-54,2,1082,-1685,-16072,376,-4550,25929,-155,-16,2289,0,-6019
1995:Q2,677,-11265,-887,1228,-571,-1554,1973,141,-449,186,143,-1984,0,12829,677,-26744,-718,0,-411,0,746,4,-363,-4843,-19517,634,6159,34403,-155,141,8342,0,2999
1995:Q3,6613,-17548,-1236,538,-526,-135,1973,78,-449,91,-296,-2510,0,25397,6613,-19358,-770,0,7719,0,1631,-6,-563,-2536,-26373,734,8550,34728,-155,78,898,0,2036
1995:Q4,9217,-12162,-1080,696,-345,-1200,1973,238,-449,48,-30,-2011,0,22459,9217,2687,-811,0,5631,0,436,5,-1032,-3689,-29690,895,8006,8201,-155,238,11951,0,6544
1996:Q1,5330,-17156,-7029,802,-2964,-2215,75,247,-416,466,432,-3456,0,29515,5330,-30554,6657,0,2969,0,932,0,-4118,798,-27784,1032,-2022,71416,-660,247,-13344,0,-239
1996:Q2,15640,-5940,-3650,806,-231,-281,75,150,-416,344,-589,-3508,0,25230,15640,-50438,6916,0,4699,0,164,0,358,2173,-28915,1243,-2249,74024,-660,150,5363,0,2812
1996:Q3,-13434,-18731,-6624,721,-667,-768,75,143,-416,83,224,-6019,0,11921,-13434,-63418,7088,0,3732,0,497,-2,683,1695,-18651,894,22989,41243,-660,143,-4574,0,-5093
1996:Q4,2377,-2999,-10806,823,-960,-5545,75,550,-416,-864,42,-4511,0,16182,2377,-40214,7639,0,3379,0,815,-2,-3992,-2500,-15761,1039,-555,41616,-660,550,10791,0,232
1997:Q1,-17753,-16680,-20111,159,-5173,-583,-2787,313,-614,201,1726,-13353,0,19038,-17753,-51899,19824,0,2643,0,142,0,679,1681,-39422,926,647,52990,-2504,313,-8344,0,4571
1997:Q2,-14446,-21216,-11721,887,-1831,536,-2787,408,-927,507,64,-8578,0,18491,-14446,-75256,23176,0,2619,0,-43,0,165,706,-34711,1090,-4552,43941,-2504,408,10383,0,20132
1997:Q3,-9787,-19387,-9466,443,-1937,-579,-2787,1037,-964,-160,1062,-5581,0,19066,-9787,-95565,24803,0,4865,0,-143,-3,686,1497,-35896,1210,5170,57149,-2504,1037,4293,0,23614
1997:Q4,-26680,-17506,-10156,1687,-4808,-3343,-2787,1682,-632,67,1372,-3394,0,982,-26680,-87271,25409,0,7290,0,804,0,1056,2616,-42777,1187,8174,39866,-2504,1682,12339,0,5449
1998:Q1,-2695,-11145,1548,106,1735,-903,-1702,574,-158,1890,2973,-2967,0,6902,-2695,-120306,31906,0,2195,0,709,0,-1182,2572,-5361,1027,-13948,70401,-2935,574,4613,0,27040
1998:Q2,-13218,-23622,-2781,1381,-1660,584,-1702,860,-366,1536,728,-4142,0,13185,-13218,-102726,32835,0,5250,0,716,0,-2878,2327,-11729,1436,-7791,60387,-2935,860,1943,0,9087
1998:Q3,-67362,-59547,-6559,635,-2242,-1099,-1702,1530,178,-874,-59,-2926,0,-1256,-67362,-59501,29452,0,1917,0,1147,0,1729,4046,-23387,446,-4606,1359,-2935,1530,-5014,0,-13545
1998:Q4,-40774,-116021,-7284,1690,-2556,-3288,-1702,3060,135,-1188,1572,-5007,0,82531,-40774,-125480,35597,0,-15196,0,251,0,-3022,771,10392,1083,-1805,37598,-2935,3060,11416,0,7496
1999:Q1,-19828,-12569,-2294,484,-1689,-1126,3320,305,-601,-22,1141,-4106,0,-4965,-19828,-112177,113253,0,-3356,0,912,0,802,7957,-70119,1064,-12165,45683,1365,305,-1360,0,8008
1999:Q2,91,-80384,9410,217,-2254,-790,5630,2565,-482,283,4062,179,0,71065,91,-147176,120854,0,-7974,0,-1004,0,-1278,6169,-49709,1282,5227,41223,1880,2565,-2902,0,30934
1999:Q3,-12089,-21434,-21058,-23,-1764,-1707,-12348,1416,-229,-523,1193,-7073,0,30403,-12089,-121794,112930,0,6077,0,739,0,-1340,8377,-53776,929,5506,36356,-15662,1416,-11241,0,19394
1999:Q4,41270,17115,6347,3170,-2072,-2372,-1442,7876,-103,2800,1288,-2798,0,17808,41270,-186994,129354,0,-16379,0,652,0,97,6219,-3037,1156,-4727,50126,-2036,7876,12958,0,46005
2000:Q1,58792,49192,-9191,103,-3286,-1545,625,522,-319,-1175,2946,-7062,0,18791,58792,-124792,-41737,0,-4182,0,575,0,-2189,-444,40335,2077,-6976,130682,-742,522,2219,0,63444
2000:Q2,30451,-26850,10077,1234,-378,3216,119,11578,-575,-153,-435,-4529,0,47224,30451,-27335,-40512,0,2951,0,-124,0,-2805,257,-3255,1248,7120,41249,1186,11578,3342,0,35551
2000:Q3,29032,11731,722,1077,-241,-1234,-3498,3519,77,58,2646,-1682,0,16579,29032,-85803,-40008,0,-997,0,710,0,-3954,394,3506,1264,44164,44513,-1823,3519,7945,0,55602
2000:Q4,-22412,-69963,23431,1969,-594,-1189,-2751,26792,-689,1430,1730,-3267,0,24120,-22412,-78237,-36771,0,8194,0,-456,0,10243,-3952,23793,643,-32664,16894,1436,26792,-856,0,42529
2001:Q1,45565,14314,9705,1226,-458,-1695,-1211,14470,-68,-47,376,-2888,0,21546,45565,-58691,-52254,0,10136,0,782,0,1836,337,-4432,-820,44683,46407,525,14470,-1515,0,44101
2001:Q2,50559,-5192,44,1471,-554,-1260,-987,2828,354,199,1327,-3334,0,55707,50559,-33934,-55141,0,-6982,0,702,0,1045,1089,43148,795,13379,47230,-958,2828,2162,0,35196
2001:Q3,-9878,-20034,-733,715,-1645,-2727,594,6983,-485,672,788,-5628,0,10889,-9878,-109630,-46878,0,12028,0,2004,0,2083,4558,38037,-1140,53076,13929,718,6983,-6187,0,20541
2001:Q4,49147,7433,20737,4756,3139,4810,3543,6732,-291,596,908,-3456,0,20977,49147,15062,-51703,0,-11345,0,-92,0,2793,-11554,27818,594,3973,25402,-1561,6732,10548,0,32480
2002:Q1,13340,-1188,16527,1295,4061,-1855,7013,6010,-1200,1099,1248,-1144,0,-1999,13340,-66289,-567,0,-2884,0,-683,0,544,4093,-7902,1368,20276,46001,-246,6010,-10418,0,24037
2002:Q2,44888,11525,14356,2020,-343,-2288,3472,16306,-652,795,737,-5691,0,19007,44888,-32669,-489,0,8626,0,479,0,1275,5045,-35702,523,23916,34779,3324,16306,2922,0,16553
2002:Q3,-24967,-20100,7958,1056,1094,-2300,5012,10799,-861,7,-552,-6297,0,-12825,-24967,-127442,-403,0,11451,0,482,0,584,226,-9002,283,139106,-45483,5591,7052,-15552,0,8140
2002:Q4,34357,2313,19273,1173,1381,-45,4699,12187,1347,-813,1397,-2053,0,12771,34357,65950,-434,0,-7285,0,1070,0,4901,5045,-12856,8760,-76586,2759,657,12204,17411,0,12761
2003:Q1,30401,-9505,6387,1526,-274,-1620,7541,1512,-668,-312,517,-1835,0,33519,30401,-115128,-26220,0,2731,0,582,0,-804,1508,73563,9204,91554,4721,1283,1799,-11544,0,-2848
2003:Q2,45766,-916,27977,3018,4587,-931,15202,3747,-206,184,2497,-121,0,18705,45766,174119,-30124,0,-4850,0,634,0,-273,1597,-7782,2681,-160676,41591,911,3643,6024,0,18271
2003:Q3,54743,4822,11124,2649,-814,-1540,14818,-6014,-615,554,4382,-2296,0,38797,54743,70666,-30788,0,-1458,0,1243,0,1074,839,-35593,-2421,-4263,68825,4253,-6407,521,0,-11748
2003:Q4,53183,3444,22758,1881,631,144,5650,16564,1048,1207,1010,-5377,0,26981,53183,121066,-34372,0,-5625,0,-1101,0,638,-6649,-34370,3301,-83801,53507,1723,16053,8181,0,14632
2004:Q1,48614,8336,23395,1193,-111,-1132,15216,7521,-837,2110,830,-1395,0,16883,48614,-28253,1814,0,1948,0,721,0,-1701,4189,7796,2976,-52988,85778,13031,6239,10029,0,-2965
2004:Q2,53408,-12201,25358,841,-822,-1552,8943,15192,-868,732,5494,-2602,0,40251,53408,-27434,1838,0,-6476,0,-877,0,1138,3802,-14732,591,55534,38926,3406,14306,-18803,0,2189
2004:Q3,19803,-30768,32657,2222,-641,-1761,4991,6763,-145,2447,3170,15611,0,17914,19803,-50558,1796,0,10934,0,-103,0,858,2959,23915,1308,-13985,32827,5166,6201,-2981,0,1466
2004:Q4,15008,-31418,36721,1359,-2444,-2316,3111,26898,6053,3438,594,28,0,9705,15008,-175016,1952,0,-20141,0,-1163,0,-177,-5306,1283,3301,78017,35349,22,24496,26074,0,46317
2005:Q1,19571,-41393,14875,2840,-1126,-2422,10984,10155,16,1252,518,-7342,0,46089,19571,-48763,-45267,0,-75,0,-662,0,1266,4804,-15933,1408,34763,58118,8300,5989,-3380,0,19003
2005:Q2,3548,-45882,19407,2262,-1112,347,6579,10176,18,503,21,613,0,30023,3548,-13823,-45679,0,4455,0,868,0,2097,-600,-14116,721,1672,43219,5727,9282,-2601,0,12326
2005:Q3,-14119,-68296,2757,2774,-772,-973,3900,3646,17,766,2007,-8608,0,51420,-14119,32697,-47116,0,6043,0,-745,0,1020,2305,-9705,2124,-61868,27974,4201,1377,-1323,0,28897
2005:Q4,1916,-85858,28622,542,-91,-966,-2377,32754,22,-519,3984,-4727,0,59152,1916,-53454,-47863,0,-2258,0,-324,0,2875,-137,-15280,1814,-7577,27528,111,30466,43199,0,22816
2006:Q1,-48943,-100612,9217,1358,-929,-4977,2714,9957,5,2260,5176,-6347,0,42452,-48943,-204530,-54537,0,-12800,0,-285,0,1369,3740,-13465,1716,77780,75418,-1119,6862,11004,0,59904
2006:Q2,-50110,-90673,18705,2301,-1328,-4468,4787,24596,-502,1044,-649,-7076,0,21858,-50110,-29145,-53500,0,4781,0,-952,0,-1250,-12,-13465,-774,-13870,31174,727,19908,-14341,0,20609
2006:Q3,-100346,-107924,-1474,1711,-1791,-2462,-2013,5348,9,594,1268,-4138,0,9052,-100346,-40439,-56265,0,1432,0,-42,0,484,2559,-13465,2107,-38813,10278,68,3570,1888,0,26292
2006:Q4,-17926,-117787,35892,4795,-1983,-2630,4307,34095,14,-236,-192,-2278,0,63969,-17926,22437,-59737,0,-4400,0,894,0,-1801,-7122,-13465,2470,-64712,41491,2706,29451,21637,0,12225
2007:Q1,-28597,-93338,13519,1487,-2857,-4557,11925,14342,-746,1318,4642,-12035,0,51222,-28597,-184046,8499,0,5100,0,-1383,0,-593,6050,-2544,-48,-9747,92572,12393,10622,3204,0,31324
2007:Q2,-102108,-148989,12727,1903,-2513,-4778,10784,17366,-1249,-423,1624,-9987,0,34154,-102108,-287023,8993,0,-14174,0,770,0,540,-13,-2544,2057,22494,44489,8405,13161,5494,0,95243
2007:Q3,-34400,-133385,34674,1497,-3831,-6050,4724,48118,1152,-5271,2341,-8006,0,64311,-34400,-119413,9133,0,8428,0,2048,0,2164,1890,-2544,-459,-17258,3285,3360,41605,17601,0,15760
2007:Q4,-89510,-165257,77653,2640,-8609,-5827,937,70782,15460,-3631,3905,1996,0,-1906,-89510,-274393,8783,0,4986,0,-1,0,-1579,-3545,-2544,1529,19860,-31031,450,62799,23516,0,101660
2008:Q1,-13984,-105491,73484,2162,-1841,-6205,-2225,8844,-1,4370,17189,51191,0,18023,-13984,-196833,57117,0,8610,0,1115,1,4402,6817,7050,-5952,78506,8302,-1645,213,-47142,0,65455
2008:Q2,17464,-78131,83085,2008,3918,-2780,-7931,13687,7214,3622,7461,55886,0,12510,17464,-208303,55273,0,-3159,0,-496,0,1722,-9522,7050,1711,68607,41210,-2090,4766,28649,0,32046
2008:Q3,-17016,-102476,109099,2605,-2230,-1372,-5551,81494,2,-517,10810,23858,0,-23639,-17016,-167226,50366,0,5217,0,-1395,-1,12871,12691,7050,-3765,44077,-52341,-1724,72605,-9624,0,14183
2008:Q4,144762,-142142,332348,5329,-60,1690,-6732,73195,27574,-6061,6921,190492,40000,-45444,144762,-308729,39004,256340,18269,0,1627,0,20821,6684,7050,1074,65432,-44862,-3280,66094,5515,0,13723
2009:Q1,104631,-37017,142288,3408,-121,-1450,-1262,-2473,92011,1385,-3604,54394,0,-640,104631,46160,-20411,90911,3674,0,4379,0,-4558,-4125,-20995,-714,72926,-16471,-867,-29091,-32854,0,16667
2009:Q2,156464,17520,103692,4012,40,1364,-837,38152,50221,2797,5480,1313,1150,35252,156464,233232,-23518,-31969,-4696,0,-4112,0,2383,4320,-20995,3438,-137283,65184,-303,21654,4599,0,44530
2009:Q3,103830,744,76863,2263,-1209,-132,-1178,27115,21438,3644,1945,20921,2056,26223,103830,27422,-27042,13425,-10176,0,-2063,0,2277,-2766,-20995,925,-10605,44810,-768,14273,945,0,74168
2009:Q4,30456,-70329,97924,1956,-2161,-1075,18,53672,30007,-532,-3194,-8012,27245,2861,30456,-35377,-28526,-71772,-7254,25106,8076,0,-3041,5894,-20995,3215,3939,12678,-582,35257,21201,25106,57531
2010:Q1,10437,-40835,39981,4097,-5409,-1694,72,7008,30600,1148,1365,285,2509,11291,10437,-22389,-13083,-1360,-4382,310,-832,0,-11283,13689,9664,2081,-29079,49616,-239,-1135,-36133,310,54682
2010:Q2,68477,-34383,80601,2711,55,-3286,1028,30931,38002,2048,1805,6990,317,22259,68477,-77567,-11531,18686,7602,317,-2082,0,48,12431,9664,1128,73024,13649,488,11864,-12577,317,23016
2010:Q3,8351,-67360,58812,4218,-1776,2018,2693,33351,6615,760,-1099,11708,324,16899,8351,10765,-12767,4919,-6075,324,-1169,0,5281,9162,9664,-573,-52362,-10106,1186,24603,-1514,324,26689
2010:Q4,51368,-36430,59097,885,-2926,-766,1637,46695,5209,2092,4762,1181,328,28701,51368,-1227,-14069,1816,-11212,328,2310,50,780,10887,9664,3457,-59020,15834,618,44458,21172,328,25194
2011:Q1,-3665,-42183,10637,1744,-37912,-1826,1640,23599,8973,24339,1596,3572,-15088,27881,-3665,-12582,6161,15327,-10468,-26385,-2361,-6,740,4044,-20660,-308,-40387,66924,1340,15003,773,-26385,25565
2011:Q2,-36414,-95359,52544,2249,1502,-1935,2420,29232,22131,1973,566,-5594,0,6401,-36414,-103083,6137,12396,-3188,0,4185,-44,-2297,4501,-20660,672,1695,22059,1260,19445,-97,0,20605
2011:Q3,-86796,-126810,37962,4021,-4360,-2997,856,20914,13141,2951,635,5107,-2306,2052,-86796,-192362,5257,242,14113,0,871,3,7020,-393,-20660,-4466,153586,-39880,1037,5334,-31566,0,15068
2011:Q4,-51748,-80950,58586,-1631,-2775,-1832,1101,43904,27567,769,-7257,-288,-972,-29384,-51748,-2656,5844,12324,-6235,0,-1703,0,-2110,14181,-20660,-5751,-43870,-42271,831,28883,29419,0,-17974
2012:Q1,5387,-45471,32952,865,-12751,-2393,476,53180,9579,7288,-17657,3001,-8636,17906,5387,-21785,-6579,-4940,-14798,0,-9982,0,1101,-4068,-5925,938,-50,28,190,33553,4506,0,33198
2012:Q2,-20841,-95812,21335,312,-3251,-2241,2580,25029,42,3324,-772,-3688,0,53636,-20841,-28264,-6363,-4519,2657,0,2028,0,2922,531,-5925,-644,36629,-3247,1044,7409,-7052,0,-18047
2012:Q3,27393,-73896,65675,206,-9075,-1685,3905,51829,3,11180,194,9118,0,35614,27393,34481,-6730,-2470,-964,0,177,0,-581,755,-5925,-1039,-56445,-20524,688,40092,16865,0,29013
2012:Q4,-18093,-65312,50401,508,-1057,-1595,4424,55358,0,196,636,-8069,0,-3182,-18093,-137103,-6662,-1250,-2653,0,-125,0,2419,771,-5925,-1883,5965,-22584,1032,42077,15126,0,92702
2013:Q1,112201,-21503,62904,-1391,-532,-1385,7302,52250,1,5239,3180,-1760,0,70800,112201,182687,2497,-1290,-6367,0,-530,0,1194,-2920,-51930,3703,-81154,45462,1290,51756,-23701,0,-8496
2013:Q2,85448,-74466,10207,133,-905,-2261,5896,15384,6,861,-3571,-5336,0,149707,85448,106233,2556,-694,-5386,0,-989,0,2407,-1341,-51930,2102,-16851,65120,1037,26718,-4024,0,-39510
2013:Q3,-64752,-83344,47582,650,-1654,-2641,362,53739,484,337,3185,-6880,0,-28990,-64752,-113581,2676,-2576,-5918,0,318,0,-306,-9673,-51930,-1937,-53486,43475,172,51312,-1029,0,77731
2013:Q4,65790,-75741,45615,1181,-2495,-1987,955,58597,0,-10559,2994,-3071,0,95916,65790,108354,2941,-280,-6636,0,-315,0,-617,4328,-51930,9387,-78585,42743,1105,67832,52068,0,-84605
2014:Q1,92,-94850,8451,-1692,-3301,-3725,1030,14572,75,1447,715,-670,0,86491,92,-46512,8890,-138,-588,0,-614,0,566,-9010,-45977,1731,-45997,68572,655,3689,-35246,0,100071
2014:Q2,118613,-41451,68337,1089,-1477,-3030,452,57708,73,3614,2263,7645,0,91727,118613,114264,9307,-270,-6419,0,-175,0,-2292,-9330,-45977,-244,-24795,35128,507,46446,12910,0,-10447
2014:Q3,77741,-76254,44512,685,-4852,-4158,2467,48847,1,1122,733,-333,0,109483,77741,-34833,9365,-1059,-4155,0,390,0,839,-1394,-45977,1625,23801,19186,2311,42486,13952,0,51204
2014:Q4,168170,-83117,107362,295,-3916,-3684,986,119710,0,248,696,-6973,0,143925,168170,188384,9776,-170,206,0,1073,0,3983,-4927,-45977,-4262,-39463,-28600,840,98128,15708,0,-26529
2015:Q1,128335,-120778,62687,3023,-4062,-5386,849,55565,0,-454,908,12244,0,186426,128335,70435,-10756,-110,2485,0,-439,0,-115,-5782,-7319,1324,15103,50642,355,32014,-30576,0,11074
2015:Q2,24781,-102237,40260,523,-4703,-950,897,41485,176,3747,-1418,503,0,86758,24781,-13965,-10731,146,-2774,0,774,0,-799,-3459,-7319,-1282,7991,57660,668,40955,-1469,0,-41615
2015:Q3,-183760,-155776,22591,526,-6469,-2042,580,43163,0,-1696,1129,-12600,0,-50575,-183760,-248713,-9987,-50,4898,0,816,0,2623,26534,-7319,115,62691,9407,416,21849,-24367,0,-22673
2015:Q4,-76889,-127388,76186,2732,-6223,-2063,-467,90777,0,-2580,609,-6599,0,-25687,-76889,82978,-10631,-10,-1775,0,861,0,-3196,10668,-7319,-119,-63170,-59806,-174,78783,34208,0,-138187
2016:Q1,-161883,-124580,12227,-8648,-5902,-2138,316,34625,0,-2080,16,-3962,0,-49530,-161883,26994,16097,0,303,0,-7372,0,3304,-8743,-28374,-2687,13152,-2701,-28,-7349,-41543,0,-122936
2016:Q2,55428,-125548,17707,1171,-4715,-1549,33,30829,0,-1805,-252,-6005,0,163269,55428,158686,16403,-30,-880,0,-470,0,-3658,-6241,-28374,-2179,-31857,-17566,-53,9423,8373,0,-46149
2016:Q3,-27117,-108219,103278,787,-3490,-1129,1031,91364,0,24936,960,-11181,0,-22176,-27117,-90419,16945,-20,31,0,206,-3,-3561,-6879,-28374,-2292,-39537,-47474,105,62230,11890,0,100035
2016:Q4,-46444,-83364,106740,1728,-4388,-1711,-550,127231,0,-1172,-2028,-12370,0,-69820,-46444,11493,17497,-10,-5311,0,694,0,6796,-5192,-28374,1525,-35242,-43942,34,121743,29113,0,-117268
2017:Q1,56105,-80027,104013,-1964,-5306,-4293,717,133970,1,-3588,757,-16281,0,32119,56105,22466,-21277,1,-3509,0,-947,0,5332,-1143,-13279,759,-35277,-30797,94,97207,-25000,0,61475
2017:Q2,117747,-61783,95437,614,-4109,-3373,-455,112009,0,4409,781,-14439,0,84093,117747,75612,-21823,-130,-1784,0,36,0,4009,140,-13279,1201,2067,-2094,-822,76291,17856,0,-19533
2017:Q3,12817,-114467,63886,750,-1664,-3762,376,87288,0,3906,4441,-27449,0,63398,12817,-65518,-22687,-10,-3529,0,-1219,0,-484,-1910,-13279,-1506,-5376,-31162,421,54792,2735,0,101549
