1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q4,620360,38106,224726,42885,133518,181125,620360,519711,0,152431,233762,133518,87451,6442,1101,30645,3204,0,41745,20,0,4294,0,13198,620360,172779,121674,17750,500,104,32751,424417,57218,151588,1572,506,1028,26832,81719,30404,0,39893,0,5145,2576,0,2147,0,0,0,3670,0,20119,23164,0
1970:Q1,637252,43690,227467,46361,135658,184076,637252,529061,0,157352,236051,135658,94711,6385,1081,34278,3499,0,41990,63,0,7415,0,13480,637252,181733,130275,17562,550,120,33226,430013,55697,150307,1322,517,1114,27604,82608,30657,0,40853,0,5589,2423,0,3438,0,0,0,3436,0,24448,25506,0
1970:Q2,643424,44985,221776,47633,138998,190032,643424,531880,0,163008,229874,138998,98122,6919,1207,35822,3713,0,41796,84,0,8581,0,13422,643424,175919,122876,19033,600,117,33293,439316,57746,154631,1419,522,1206,28366,82887,30775,0,41683,0,6938,2173,0,2881,0,0,0,2351,0,25738,28189,0
1970:Q3,657930,41147,229196,49546,141582,196459,657930,547611,0,168834,237195,141582,96501,6835,1181,37415,4132,0,41182,84,0,5672,0,13818,657930,176378,124805,18488,650,113,32322,450348,60142,164601,1674,530,1295,29409,84143,31697,0,43016,0,6207,1941,0,2399,0,0,0,3850,0,19444,31204,0
1970:Q4,679368,40200,237659,51712,145501,204296,679368,565601,0,174363,245737,145501,99695,7838,1426,38879,4755,0,43222,126,0,3449,0,14072,679368,173931,123668,19056,700,7,30500,470477,62199,178416,2281,543,1371,30625,84100,32471,0,43682,0,5729,1842,0,3247,0,0,0,6003,0,17968,34960,0
1971:Q1,691787,39940,239296,51176,149746,211629,691787,577533,0,181120,246667,149746,99900,8346,1449,37848,5957,0,42339,150,0,3811,0,14354,691787,168143,119817,19163,750,7,28406,483203,64133,188785,1749,629,1430,31576,86101,31771,0,44608,0,5468,1936,0,4395,0,0,0,4520,0,16102,40441,0
1971:Q2,703220,38623,241212,51632,153986,217767,703220,587584,0,185270,248348,153966,101014,8815,1544,36924,7572,0,42102,206,0,3851,0,14622,703220,166080,117233,20525,800,0,27522,489464,64930,195257,1505,667,1468,32529,87498,30949,0,45366,0,5311,2097,0,3632,0,0,0,3394,0,14861,47676,0
1971:Q3,724163,39911,249957,53699,157928,222668,724163,603925,0,189398,256652,157875,105304,9358,1646,38635,8369,0,42754,500,0,4042,0,14934,724163,171003,122312,20548,860,0,27283,495002,66802,197227,1582,712,1511,33481,89247,30525,0,46005,0,4937,2287,0,2352,0,0,0,3579,0,14755,58158,0
1971:Q4,748483,40094,261392,56565,161652,228780,748483,622685,0,192699,268420,161566,110786,9364,1594,40021,9516,0,45087,993,0,4211,0,15012,748483,170761,117695,24418,900,25,27723,514875,69561,208555,1630,722,1587,34424,90117,31345,0,46588,0,5523,2410,0,2701,0,0,0,4642,0,15070,62847,0
1972:Q1,763969,41680,264601,58107,165807,233774,763969,634308,0,196912,271715,165681,114166,9938,1613,40451,10542,0,45215,1564,0,4843,0,15495,763969,172081,118766,23843,950,4,28518,525820,69748,213208,1950,738,1694,35377,92829,32197,0,47648,0,5834,2562,0,4373,0,0,0,3316,0,14346,66068,0
1972:Q2,769162,41506,257796,60732,169358,239770,769162,635540,0,201580,264895,169065,117705,9335,1428,41885,11748,0,45924,2206,0,5179,0,15917,769162,169436,116026,22902,1000,3,29505,532626,71845,214916,1869,735,1831,36353,94143,33828,0,48708,0,5750,2601,0,3449,0,0,0,3303,0,13295,67100,0
1972:Q3,782218,40680,261550,62929,172942,244117,782218,646052,0,204465,269111,172476,120377,9094,1334,42553,12815,0,45596,2879,0,6106,0,15789,782218,171945,116679,23241,1050,3,30972,538696,69708,217903,2125,872,1977,37297,96936,36295,0,49785,0,6171,2636,0,2617,0,0,0,3569,0,10805,71577,0
1972:Q4,805221,41688,272428,65873,175818,249414,805221,661989,0,206450,280355,175184,127190,9701,1393,43542,14404,0,47829,3532,0,6789,0,16042,805221,175342,114853,26327,1100,8,33054,556701,71189,228547,2425,1000,2108,38150,97413,37818,0,50958,0,6025,2704,0,1900,0,0,0,5958,0,10506,73178,0
1973:Q1,822347,40980,279503,68894,180262,252708,822347,674243,61,207245,287691,179246,131929,9601,1386,45546,15160,0,48897,3423,0,7916,0,16175,822347,181391,120345,24727,1133,13,35173,559642,75247,223381,2506,923,2229,39020,100836,39986,0,52185,0,6466,2897,0,1336,0,0,0,3920,0,8710,81314,0
1973:Q2,830792,43095,272356,74970,183929,256442,830792,673694,144,211128,280127,182295,140773,9806,1462,50584,16615,0,49868,3482,0,8956,0,16325,830792,184059,121039,24502,1161,6,37351,567739,76437,223122,2827,846,2353,39830,101842,41224,0,53471,0,6590,3053,0,837,0,0,0,4587,0,10720,78994,0
1973:Q3,846768,45893,270401,81941,187988,260545,846768,679241,255,214618,278614,185754,150981,10542,1650,56671,17057,0,50681,4292,0,10088,0,16546,846768,193855,131476,21890,1176,4,39309,574272,76916,221819,2657,921,2473,40667,103134,43334,0,54945,0,6823,3192,0,855,0,0,0,4897,0,11639,78641,0
1973:Q4,870254,50054,276350,86234,192693,264923,870254,694224,400,219254,284707,189863,159030,11320,1796,59837,18040,0,53696,4382,0,9959,0,17000,870254,198890,133185,23431,1183,6,41085,596698,80463,229915,2806,997,2585,41611,103077,44383,0,55970,0,6643,3252,0,1688,0,0,0,7526,0,15782,74666,0
1974:Q1,888654,54958,278582,88300,197202,269612,888654,705982,578,224325,287296,193783,164980,12414,2054,59877,19709,0,55536,3815,0,11575,0,17692,888654,208704,140679,24079,1199,8,42739,605642,79906,233109,3096,963,2677,42671,106234,45609,0,57235,187,7132,3331,0,1780,0,0,0,5287,0,16425,74308,0
1974:Q2,903120,58152,271853,94208,201835,277072,903120,709981,787,230873,280538,197783,174988,14955,2661,65391,20132,0,56888,2000,0,12961,0,18151,903120,209162,140069,23788,1214,0,44091,616212,83216,231349,3407,1030,2738,43838,106953,47142,0,58908,358,7068,3228,0,1329,0,0,0,6092,0,19556,77746,0
1974:Q3,909022,65361,251769,102062,206004,283826,909022,700625,1028,237971,260246,201380,189742,17256,3239,73048,20537,0,59231,1324,0,15107,0,18655,909022,202913,129895,26587,1226,0,45205,628532,84377,228790,3375,1075,2819,45039,107782,50161,1501,60758,598,7212,3111,0,1396,0,0,0,6822,0,23716,77577,0
1974:Q4,938511,67813,261883,106124,207999,294692,938511,718859,1300,244828,270110,202621,200099,19225,3734,76439,21458,0,62900,1151,0,15192,0,19553,938511,212130,138999,26740,1238,0,45153,646836,85339,236843,3716,986,2973,46214,108467,53276,1501,61684,757,7398,3044,0,2987,0,0,0,7750,0,23901,79545,0
1975:Q1,973987,69744,278231,108426,210167,307419,973987,747812,1603,255988,286165,204056,204440,19469,3783,76072,24420,0,63515,1132,0,16049,0,21735,973987,206235,136156,22971,1228,0,45880,681635,87706,247992,3037,1037,3201,47906,111577,57738,0,63492,1294,7453,3107,0,6431,0,0,0,7775,0,31889,86117,0
1975:Q2,1002562,66683,294758,109510,214248,317363,1002562,774094,1937,262522,302643,206992,205379,18696,3583,76022,25603,0,64325,1176,0,15974,0,23089,1002589,208313,134616,25659,1226,0,46812,707786,89077,267127,3401,1072,3508,49392,113551,61567,0,65872,1079,7619,3106,0,5639,0,0,0,7994,0,27782,86490,-27
1975:Q3,1036828,65215,319044,111617,216917,324035,1036828,804642,2303,266725,326920,208694,207812,18046,3392,76956,26785,0,65334,1068,0,16231,0,24374,1036751,225114,149621,25362,1243,0,48888,726252,92563,276481,3317,1126,3826,51145,117518,65452,0,67748,1334,8030,3119,0,4290,0,0,0,7312,0,22991,85385,77
1975:Q4,1086165,66604,343752,115166,222956,337687,1086165,838850,2700,270946,351626,213578,220216,19660,3783,78781,28511,0,68467,1060,0,19954,0,27099,1086225,243241,160264,30745,1274,0,50958,754992,93530,289561,3608,1175,4088,53487,120829,68839,38,70714,1455,8029,3133,0,4545,0,0,0,9374,1500,21087,87992,-60
1976:Q1,1126333,68428,365380,118587,227091,346847,1126333,872828,3131,278936,373786,216975,223903,19972,3818,79029,31152,0,68754,851,0,20327,0,29602,1126512,249496,157362,35755,1249,0,55130,786207,94440,301931,3615,1295,4287,57269,126227,71900,74,73056,1915,7672,3258,0,6058,0,0,0,10091,1600,21519,90809,-179
1976:Q2,1156990,70028,372629,122020,236798,355515,1156990,895694,3575,285306,381077,225736,230134,20951,3996,79556,34016,0,70290,817,0,20508,0,31162,1157134,254455,160383,36008,1258,0,56806,809490,97741,307855,3750,1375,4448,59493,130501,74899,96,76687,1669,7624,3333,0,6085,0,0,0,10154,1700,22080,93189,-144
1976:Q3,1191787,69647,388895,126588,241084,365573,1191787,921278,4082,290926,397628,228642,236548,20976,3959,80871,36984,0,71497,867,0,21394,0,33961,1192050,260814,164811,35022,1352,0,59629,833303,101262,314753,3968,1548,4588,62789,136153,75059,124,78968,1746,7795,3385,0,5891,0,0,0,13850,1800,19624,97933,-263
1976:Q4,1227629,74789,402836,130263,243876,375865,1227629,943428,4700,297550,411165,230013,248215,23499,4550,81241,40693,0,75251,751,0,22230,0,35986,1228647,271053,166903,39154,1515,0,63481,859174,100258,327931,4540,1765,4726,65944,140700,75346,142,79959,1893,8405,3355,0,6000,0,0,0,18076,2055,18079,98420,-1018
1977:Q1,1262374,77592,417402,135711,248344,383325,1262374,968718,5453,306725,425577,230963,256789,23687,4584,82118,45418,0,77317,700,0,22965,0,36867,1263149,276689,167399,39768,1686,0,67836,881007,102391,335050,4376,1810,4862,70252,146941,76217,152,81459,1866,9243,3230,0,5143,0,0,0,10438,2300,25277,105453,-775
1977:Q2,1290869,83046,413050,140748,260914,393111,1290869,981358,6363,313376,421147,240472,270769,24976,4735,84671,47980,0,83414,763,0,24230,0,38742,1291691,271043,162772,34028,1878,0,72365,909160,105629,337510,3941,1884,4993,74458,152135,80103,6,84540,1725,10338,2998,0,4101,0,0,0,12492,2600,29707,111488,-822
1977:Q3,1329545,83502,429469,146033,267803,402738,1329545,1010538,7291,321380,437068,244799,278239,25134,4710,86022,52412,0,83943,703,0,25315,0,40768,1330290,278678,164979,33482,2123,0,78094,930146,109779,339852,4574,1940,5106,79044,157493,81566,38,87795,1671,11807,2770,0,2911,0,0,0,10672,3000,30128,121466,-745
1977:Q4,1377638,89789,445890,152556,273620,415783,1377638,1040020,8100,330331,453446,248143,296442,27739,5182,88197,56803,0,91629,692,0,26200,0,41176,1377156,286737,169259,32988,2412,0,82078,955927,108922,343769,4735,1998,5184,83324,161167,85675,55,91175,1947,12290,2654,0,2431,0,0,0,14134,3349,33118,134492,482
1978:Q1,1419204,91638,461467,159366,283342,423391,1419204,1070267,8808,336927,468700,255832,306336,26603,4885,92621,59512,0,94576,693,0,27446,0,42601,1418652,298157,174329,31857,2732,0,89239,971649,107819,344638,5004,2116,5131,87659,168776,86654,66,94464,2625,13090,2720,0,2201,0,0,0,12052,3000,33634,148846,552
1978:Q2,1461433,97416,462538,169026,298639,433814,1461433,1093640,9431,346165,469674,268370,323761,27215,4906,99279,62611,0,98654,797,0,30299,0,44032,1460791,306533,176570,31087,3001,0,95875,1009183,116027,348178,5587,2229,4839,90860,173710,91407,84,98950,3569,13025,2811,0,2745,0,0,0,11906,2700,40556,145075,642
1978:Q3,1500577,97117,474270,177607,311442,440141,1500577,1123372,10039,354093,480854,278386,332299,25495,4434,105268,65755,0,98857,815,0,31675,0,44906,1499971,317359,183008,29508,3143,0,101700,1033992,120977,353890,5823,2328,4640,95438,180191,93994,117,102405,4043,12593,2923,0,1688,0,0,0,10588,2400,39954,148620,606
1978:Q4,1548535,107456,478139,187894,324876,450170,1548535,1145842,10700,361647,484360,289135,355149,28143,4930,111266,70407,0,104549,759,0,35095,0,47544,1544914,324545,183302,31966,3184,0,106093,1059812,117374,358864,6172,2427,4353,99831,182255,96009,140,107409,5138,12508,2974,0,1823,0,0,0,11850,2065,48620,160557,3621
1979:Q1,1593255,115734,487732,198574,334127,457088,1593255,1170572,11398,370486,493325,295363,374034,28555,4990,117354,75627,0,110222,786,0,36500,0,48649,1589665,344715,195287,31664,3192,0,114572,1089952,116724,364345,5994,2243,4229,103644,189063,99249,156,109371,9899,13179,3061,0,1257,0,0,0,12120,2500,52918,154998,3590
1979:Q2,1632885,128400,487581,208211,344686,464007,1632885,1188742,12118,381010,492727,302887,394822,30958,5550,122559,80506,0,114563,882,0,39804,0,49321,1629348,364974,209719,34343,3159,0,117753,1120952,114193,363997,6092,2096,4099,105697,193773,105441,186,113753,14505,14194,3035,0,2219,0,0,0,18626,3000,56046,143422,3537
1979:Q3,1680731,137501,498750,219355,355757,469368,1680731,1217950,12854,390698,503820,310578,411002,35100,6440,126976,87309,0,112829,767,0,41581,0,51779,1676892,365970,212587,28160,3024,0,122199,1159136,122820,370994,7106,2218,3909,109524,198462,112178,226,114725,17780,14585,3001,0,1373,0,0,0,17078,3500,59657,151786,3839
1979:Q4,1739965,144985,516104,235238,364182,479456,1739965,1248131,13600,397935,521042,315554,436768,36838,6750,135522,94778,0,120252,887,0,41741,0,55066,1735760,407783,248667,29316,2805,0,126995,1181362,124507,378282,7286,2335,3283,113006,198291,117641,5,116955,24939,14545,2985,0,2177,0,0,0,13019,3722,58384,146615,4205
1980:Q1,1804015,155653,540619,249123,370864,487756,1804015,1291756,14339,412546,545493,319378,456424,39511,7450,144295,99954,0,119816,777,0,44621,0,55835,1798065,428441,264796,34124,2635,0,126886,1221487,123945,383279,7297,2421,2724,115578,202875,124722,27,122397,37719,14211,2989,0,2908,0,0,0,11968,3800,62627,148137,5950
1980:Q2,1860353,164302,553831,257577,380809,503834,1860353,1331235,15056,431934,558516,325729,472060,42994,8103,148876,104016,0,109042,717,0,45613,12699,57058,1857225,426111,267547,29518,2509,0,126537,1277444,132933,398133,7103,2593,3640,117057,204813,133066,56,129872,49323,16506,3013,0,3683,0,0,0,17208,3800,54645,153670,3128
1980:Q3,1913342,161823,582379,265008,390860,513272,1913342,1372863,15820,437794,586952,332297,483039,43220,8894,150744,109691,0,109705,646,0,46721,13418,57440,1908338,438821,273129,31966,2493,0,131233,1308959,128200,417311,8147,2744,4243,119732,210284,140604,78,133641,47961,17136,3029,0,3479,0,0,0,15695,3900,52775,160558,5004
1980:Q4,1969425,163820,609679,278330,399440,518156,1969425,1407659,16700,439987,614124,336848,502668,43589,8649,159926,113959,0,113088,666,0,50268,12523,59098,1959903,454685,281524,34396,2564,0,136201,1339937,128038,436261,8805,2766,4267,122530,212104,147815,104,136284,42048,17057,3010,0,2881,0,0,0,16926,3904,55137,165281,9522
1981:Q1,2036967,176604,646299,285034,408226,520804,2036967,1462905,17634,452914,650690,341667,513121,46880,9291,163383,117260,0,114340,693,0,47186,14088,60941,2026978,456175,283192,28656,2728,0,141599,1393704,126388,441902,9001,2666,4424,125229,219418,153623,138,139477,70044,17830,3182,0,950,0,0,0,24545,3700,51187,177099,9989
1981:Q2,2089377,194563,646256,298481,418219,531858,2089377,1486280,18563,470467,650488,346762,539736,47768,10248,173398,120851,0,120275,685,0,52144,14367,63361,2078474,471730,286657,32498,2900,0,149675,1428421,128711,445248,9677,2449,4353,126784,224740,160053,211,146259,75683,18888,3064,0,2897,0,0,0,23576,3643,52185,178323,10903
1981:Q3,2166669,212570,668124,315259,431847,538869,2166669,1532487,19660,484375,672294,356158,569316,49294,10633,186719,124370,0,122730,697,0,57604,17269,64866,2153518,503207,306752,36467,3091,0,156897,1473295,132991,449547,9816,2200,3932,129241,230364,165892,0,149946,96446,19102,2952,0,2975,0,0,0,20680,3700,53511,177016,13151
1981:Q4,2245303,215070,705719,323521,443653,557340,2245303,1587071,21100,492918,709823,363230,586205,51497,11865,190431,128986,0,126144,697,0,59772,16813,72027,2231874,522847,314754,43236,3298,0,161559,1527471,136863,459041,11173,2000,4611,130707,232678,174716,0,156449,107489,20184,2898,0,3570,0,0,0,31008,3860,50224,181556,13429
1982:Q1,2320198,222460,738577,333348,456863,568950,2320198,1647561,22860,511578,742083,371040,599233,52588,12423,192214,137628,0,124422,665,0,61365,17928,73404,2307402,540842,334271,36605,3080,0,166886,1582064,133005,475509,10508,1920,5124,132201,242105,188462,0,162435,116826,20866,3187,0,3178,0,0,0,27902,2900,55936,184496,12796
1982:Q2,2391272,239219,749688,351445,474230,576690,2391272,1683019,24914,521903,753173,383029,632773,54804,13356,201009,146951,0,130169,633,0,65793,20058,75480,2378554,558893,350391,31586,2945,0,173971,1629060,136007,478789,10450,1897,5471,133746,249074,199167,0,168574,122838,21916,3254,0,3671,0,0,0,27119,1904,65183,190601,12718
1982:Q3,2493483,230488,809587,370776,491353,591279,2493483,1765960,27186,532166,813030,393578,648954,55820,12661,207102,160231,0,127072,601,0,63112,22355,78569,2484648,596483,383072,33659,3014,0,176738,1689200,139540,491278,10585,1901,4938,135575,256874,207946,0,174283,140457,23773,3332,0,7427,0,0,0,29703,2300,59288,198965,8835
1982:Q4,2605601,226843,869350,387243,508049,614116,2605601,1839887,29600,533603,872701,403983,678347,62039,13415,205373,178519,0,128408,569,0,67268,22756,87367,2608978,605448,379590,44459,3244,0,178155,1783724,144544,533009,11527,1900,5802,138027,267514,217596,0,176919,137553,25360,3370,0,4735,0,0,0,51275,2700,61893,219806,-3377
1983:Q1,2698951,226311,925470,402097,520910,624163,2698951,1918677,32309,545830,928857,411681,690587,57689,12492,202193,196517,0,129844,552,46,69393,21861,89687,2702133,634718,397688,49745,3987,0,183298,1839893,145566,571488,8934,1910,5934,140018,279443,226423,0,180066,133936,28234,3082,0,4656,0,0,0,32585,2750,74868,227522,-3182
1983:Q2,2801168,233658,966482,419074,543310,638644,2801168,1990833,35463,557500,969826,428044,717826,59821,12432,202669,213061,220,134018,536,74,72141,22854,92509,2803786,673233,426767,56051,4711,0,185704,1896462,149401,605939,10174,1940,9398,140729,289194,233448,0,184530,122464,31653,3100,0,4398,0,0,0,33623,2773,73698,234091,-2618
1983:Q3,2901063,242383,1010312,438438,559704,650226,2901063,2057354,38535,565894,1013632,439293,749818,61658,14553,203580,231538,2229,136651,520,122,76303,22664,93891,2903176,710031,467118,51430,5386,0,186097,1957824,154908,626930,10319,1976,10710,142558,299305,248051,0,182817,119983,32722,3142,0,5268,1789,0,0,40717,3600,73029,235321,-2113
1983:Q4,2976654,253778,1044748,454898,575106,648124,2976654,2107456,41000,568188,1048059,450209,784565,65175,15652,206780,244807,3655,141455,503,377,80212,25949,84633,2975687,718563,456251,64787,6023,0,191502,2019683,159203,646475,11067,2000,8947,145247,307788,257414,0,184170,119697,34910,3149,0,3846,2995,0,0,44999,4492,83284,237441,967
1984:Q1,3077473,268645,1092278,471527,590092,654931,3077473,2184308,43368,584561,1095552,460827,806227,62363,16358,212323,255930,5630,148629,667,128,77571,26628,86938,3075946,734514,454188,76853,6139,0,197334,2098476,159372,669893,10407,2017,9794,147842,320955,263161,0,190729,132316,39164,3126,0,4257,4750,13742,690,40604,4100,81557,242956,1527
1984:Q2,3190363,296549,1121406,487974,610773,673661,3190363,2253907,45649,606582,1124668,477008,842368,69993,18510,221368,263344,7600,152159,833,337,87546,20678,94088,3185391,791561,507595,74845,6155,0,202966,2141905,161360,670696,11067,2021,10791,151675,332194,257266,0,201352,134467,41727,3133,0,5104,6500,13750,1379,33428,3874,100121,251925,4972
1984:Q3,3315881,300622,1172606,512617,631749,698287,3315881,2347172,48212,630042,1175861,493057,878020,64348,21840,233824,275538,9570,154780,1001,515,88778,27826,90689,3314343,824609,540707,69308,5920,0,208674,2228377,163511,686600,12133,2036,11021,155807,344830,275121,0,209169,140567,46920,2815,0,8742,8250,14147,2066,47752,4600,92290,261357,1538
1984:Q4,3455850,305701,1232741,529441,650603,737364,3455850,2442365,51171,660216,1235985,494993,926870,67097,22921,237210,288987,21339,163663,1181,1071,96289,27112,86615,3461007,824428,534745,74011,5481,0,210191,2342676,167612,698288,12576,2083,9633,159311,357730,296028,0,217912,165056,50845,2672,0,5347,8799,13580,2572,77189,5345,90098,293903,-5157
1985:Q1,3584390,317853,1277088,548395,675913,765141,3584390,2535167,53635,685075,1280318,516139,961097,65626,22505,241132,304033,25928,170550,1263,382,99512,30166,88126,3589222,901561,605367,62817,5468,0,227909,2387823,169355,706549,13638,2169,11213,163689,373212,295012,0,217234,175513,63647,2943,0,7435,5015,13834,2580,51977,5900,106908,299838,-4832
1985:Q2,3723369,326920,1310253,574247,705901,806048,3723369,2626542,56013,717806,1313474,539249,1005430,63385,23159,249936,321090,29733,182977,1345,548,102811,30446,91397,3733226,947812,619228,82688,5488,0,240408,2467347,177413,701908,14594,2287,12295,169628,387558,301886,0,222794,188949,79975,3071,0,9476,6699,14923,2591,61453,6528,103319,318067,-9857
1985:Q3,3867580,343467,1348328,600079,737592,838114,3867580,2715715,57850,742619,1351543,563703,1058292,64412,23012,253532,343332,33294,194675,1428,622,108260,35725,93573,3875984,966840,648838,70885,5588,0,241529,2575015,177929,721462,16773,2421,13242,179107,404020,303540,0,231312,183620,95010,3557,0,13534,9450,17404,2603,68554,8100,123377,334129,-8404
1985:Q4,4153574,358526,1425915,628876,859484,880773,4153574,2941979,81334,780402,1429132,651111,1117243,65317,24416,257795,367864,37174,207972,1500,1342,115158,38705,94352,4177787,1057302,676531,81169,5754,0,293848,2756564,186025,761997,20525,2554,13321,188482,419013,314830,14194,237054,179152,129592,4070,0,9272,10174,17309,2763,96304,9710,140223,363921,-24213
1986:Q1,4283013,359798,1461722,654303,855878,951312,4283013,3007490,78698,810766,1464885,653141,1171181,63509,24309,256553,394587,45700,222402,1617,990,110538,50976,104342,4317752,1062464,687037,69882,9425,0,296120,2870298,184807,763217,20234,2706,13876,198257,436879,329103,14169,243096,201439,162931,4542,0,12192,17040,18777,4005,104438,8800,129790,384990,-34739
1986:Q2,4455217,374342,1488154,693538,883232,1015951,4455217,3100115,78393,846331,1491319,684072,1247153,63587,24954,261301,429072,53248,233494,1689,1696,126260,51852,107949,4486905,1099249,699134,80815,10008,0,309292,2971601,191986,788906,24234,2891,15019,207983,450657,327777,0,250530,203985,193260,5337,0,15484,21667,18823,5247,104677,8037,135101,416055,-31688
1986:Q3,4653028,388864,1553259,746678,898843,1065384,4653028,3214166,79199,878036,1556818,700113,1326425,65264,27909,267223,475896,59631,243523,1970,1322,131499,52188,112437,4683181,1096066,694993,78234,10530,0,312309,3151664,192484,832053,28139,3062,16249,218916,468009,336055,15000,263318,220283,224394,6132,0,16268,25345,23130,6489,105962,8376,142000,435451,-30153
1986:Q4,4837371,384904,1608685,808209,920383,1115190,4837371,3307581,78372,892043,1612293,724873,1420022,63771,27240,273010,531591,74753,255842,2829,3397,136561,51028,109768,4878047,1145226,727237,77913,10771,0,329305,3274087,205454,851716,30821,3173,17486,230237,484824,321538,15000,281535,214131,252046,6986,0,18843,53525,22392,7731,104427,7910,144312,458734,-40676
1987:Q1,4991692,396222,1624673,848405,949044,1173348,4991692,3379368,78339,918406,1629267,753356,1502299,67424,27218,268376,575435,93231,263330,3119,2952,144990,56224,110025,5022256,1162269,735812,75671,10720,0,340066,3384140,204128,857154,33736,3227,19025,240407,504141,325035,15000,293098,216543,294154,7587,0,21195,69250,23284,9346,92243,8624,146963,475847,-30564
1987:Q2,5134667,414601,1646764,895040,965157,1213105,5134667,3441048,78188,941146,1650891,770823,1585683,65950,32669,275771,615142,104186,270760,3601,3340,147775,66489,107936,5156814,1212829,793959,69549,10365,0,338956,3451316,217931,880310,35083,3222,20766,250627,519343,325972,15000,299182,211240,290508,7933,0,17848,76028,22848,10961,73931,9122,163461,492669,-22147
1987:Q3,5271671,421195,1663907,934710,989645,1262214,5271671,3504874,77948,963518,1667808,795600,1652407,64741,32394,283725,647084,116106,284144,4053,4022,153608,62530,114390,5280894,1270314,843612,70878,9971,0,345853,3512019,219564,903291,35677,3203,20633,260504,541932,332763,15000,303473,211957,282446,8956,0,19882,81439,25370,12576,71182,9124,153047,498561,-9223
1987:Q4,5418357,437922,1711632,977752,1011975,1279076,5418357,3598702,78073,986175,1716776,817678,1699070,67806,33830,303214,669394,118339,280555,4614,3248,150601,67469,120585,5425458,1279476,851303,68768,9799,0,349606,3637532,226459,945850,37041,3207,20448,269647,564156,338234,14845,313435,216367,267780,10967,0,23599,81771,28095,14191,81965,9347,170128,508450,-7101
1988:Q1,5529051,447503,1743989,996381,1020754,1320424,5529051,3665335,78178,1011324,1749010,826823,1738060,63436,32744,313519,677841,130411,276922,4741,3498,152703,82245,125656,5542035,1278054,849490,66367,9796,0,352401,3719575,225049,945591,37801,3152,20398,278031,588930,331869,14846,317490,236812,272177,14134,0,27619,91720,29466,14824,90431,8345,170890,544406,-12984
1988:Q2,5653414,474751,1755942,1020149,1032495,1370077,5653414,3726787,78285,1047566,1762894,838042,1799608,64833,33269,317882,695315,139000,290265,4846,5327,152835,96036,127019,5662232,1301396,876685,64426,9897,0,350388,3800152,230003,960920,38116,3039,21154,285635,609847,333028,15002,325603,224575,276416,19708,0,23178,98092,32269,15457,85957,8227,193926,560684,-8818
1988:Q3,5793567,484669,1786803,1061800,1056583,1403712,5793567,3814432,78989,1074802,1798979,861662,1848414,65587,32532,328487,721137,145804,288777,4830,5511,153750,101999,130721,5801461,1350874,922131,62416,10079,0,356248,3880715,231126,976833,37704,2949,21856,292942,630540,348593,15004,330853,217873,277215,24682,0,24211,101944,31672,16090,86903,8446,203279,569872,-7894
1988:Q4,6010119,513359,1824433,1115962,1079962,1476403,6010119,3913363,79564,1102799,1847011,883989,1920232,66146,34360,348097,745287,154412,304717,4874,7517,150137,104685,176524,6004454,1453021,1009872,64397,10318,0,368434,3962764,241215,979861,37247,3009,22450,300435,650991,351363,14852,334934,227898,276008,28834,0,29921,107131,32918,16723,77595,9492,219887,588669,5665
1989:Q1,6175507,543026,1856155,1157059,1087465,1531802,6175507,3977914,79271,1127636,1878439,892568,2015314,64059,30500,364316,770459,194169,310873,5021,9649,158026,108242,182279,6165314,1503928,1041055,82449,10655,0,369769,4046462,235422,976899,36472,3176,22230,307659,670676,354088,14857,345503,247478,278528,31464,0,30730,109991,33992,16941,97004,9437,223915,614923,10193
1989:Q2,6270497,562198,1861784,1187035,1094584,1564896,6270497,4027466,79517,1162621,1885351,899977,2060719,63805,33087,368986,794482,195175,322545,4967,10865,157584,109223,182312,6279363,1551364,1070055,88980,11129,0,381200,4115957,238421,957098,36957,3351,21648,314893,692938,365805,15017,356190,260035,287690,31645,0,11322,107924,36113,17158,123720,9337,228695,612042,-8866
1989:Q3,6387147,569591,1892480,1222783,1112503,1589790,6387147,4097065,80471,1181428,1917822,917344,2101422,62394,34250,370429,827012,196980,334042,4974,10128,161207,100006,188660,6390627,1591136,1096457,93651,11605,0,389423,4158054,227606,931804,38706,3544,20444,322050,707674,379038,15022,361431,277738,292106,34512,0,20255,110046,37252,17376,124814,8950,227686,641437,-3480
