1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q3,149762,-1320,13744,137338,149762,58409,-9624,0,-660,-276,17028,1388,24,6369,6220,26620,10928,0,20680,5096,3580,4200,5397,-456,-2832,-196,-2132
1990:Q4,201437,-1012,37136,165313,201437,21887,1596,0,-3048,-140,39680,2448,76,7730,7404,24152,7940,0,6384,27396,6580,5772,-14964,-3228,53464,-2272,12580
1991:Q1,110894,-24000,13112,121782,110894,-40986,-1648,0,7488,0,3312,3156,44,2013,9444,32668,55624,0,336,9864,33800,-3088,-8352,24,3352,568,3276
1991:Q2,107024,-6200,-29484,142708,107024,8657,8328,0,3632,-516,-13748,2872,-64,6816,12204,67948,-8344,0,6864,-13304,24744,4352,-29741,560,18644,1768,5352
1991:Q3,141084,-28792,20560,149316,141084,33735,-6420,0,14808,-236,-6392,1360,60,7356,11516,13656,11736,80,-400,19076,28128,22032,-28479,-2144,5408,-988,17192
1991:Q4,169171,3816,32648,132707,169171,11660,7048,0,20840,-440,39540,8604,424,2679,7376,63344,-6576,100,-26052,836,51452,21196,-25512,-1456,-23600,2624,15084
1992:Q1,93121,-11164,11332,92953,93121,53508,11040,0,-58280,-336,19840,2276,852,6068,3416,30836,45504,140,-10520,11208,-32824,22088,-27658,2120,3728,-2600,12716
1992:Q2,207639,388,50212,157039,207639,-65969,-580,0,73888,-1000,48800,7248,1332,8552,-368,21540,-8256,108,-24688,15740,51568,20924,-19268,-1680,53740,-696,26704
1992:Q3,175367,9028,67700,98639,175367,24508,2940,0,23520,-704,31068,908,1348,10226,-1404,36752,7788,164,-4800,19220,21876,-572,-31215,-2920,27964,2932,5768
1992:Q4,149848,2668,33580,113600,149848,12797,492,0,9580,-484,48000,1300,892,9938,300,30088,-2692,140,-33100,8975,87000,8432,-13699,232,-45760,-496,27912
1993:Q1,148506,3160,32272,113074,148506,-78366,26328,0,-53100,-1160,62508,11808,504,7868,1456,25984,58760,136,-28084,-7369,48012,-6556,20657,-1884,53592,140,7272
1993:Q2,83570,4080,68656,10834,83570,-111260,-14188,0,19564,-364,43600,3808,184,2852,2044,40628,-5420,204,-2648,31555,22736,6728,12244,-1020,-4424,908,35840
1993:Q3,297392,16232,167692,113468,297392,-20803,22416,0,56832,-912,33184,4132,64,9956,2136,31652,-6760,256,8284,32075,1748,20204,31396,-4284,36584,180,39052
1993:Q4,162850,7724,53628,101498,162850,-80346,7340,0,-21436,-664,22348,9840,152,7324,1732,24792,8916,192,6588,-2240,74804,53860,30071,4488,-47076,2692,59472
1994:Q1,350095,-1304,159976,191423,350095,184054,13420,0,-27072,-1644,-312,14432,388,11110,1312,24260,21240,232,19168,13016,-83040,46472,41826,-3532,49908,1068,23788
1994:Q2,279642,4716,146512,128414,279642,98655,9948,0,19040,-1228,18240,-1180,400,402,1312,-6596,51752,64,17704,15507,-6680,47208,23643,-4604,-29136,1412,23780
1994:Q3,240051,2896,151992,85163,240051,-2366,-40004,0,46424,-456,40924,-3296,400,5831,1312,3488,56184,76,-26496,19866,-10436,87828,14788,-5804,34152,1968,15668
1994:Q4,299461,-5676,249012,56125,299461,153223,19900,0,11632,-676,-1136,-3760,684,-536,1308,25652,33152,-12,5928,-7397,6316,77500,12435,-5664,-54988,2520,23380
1995:Q1,117966,-1228,62956,56238,117966,-119990,4668,0,78440,-916,4456,32840,-8,-6105,2504,33216,6364,64,19172,12586,-5340,21376,-2265,-2464,21748,-3032,20652
1995:Q2,197634,1608,127124,68902,197634,-13893,13056,0,-20556,-1248,29788,19480,72,2889,2248,8380,260,104,13608,72585,-52448,91056,14853,-2524,6232,-840,14532
1995:Q3,205366,408,102116,102842,205366,56234,-14092,0,-113244,-804,69404,220,168,4888,2152,15372,-2216,128,32500,-19288,47716,20160,46089,-968,26548,1028,33372
1995:Q4,302109,5132,131656,165321,302109,138461,10552,0,-82688,-1044,8456,4492,4784,9724,2600,-17844,3080,176,27704,-11159,37188,107548,24602,2040,29332,2164,1940
1996:Q1,175839,-2320,31604,146555,175839,-69949,-10272,0,-3324,-432,5012,7292,-112,302,448,-16304,-820,204,24452,55101,58864,70704,8706,4028,39420,284,2236
1996:Q2,286136,2248,126640,157248,286136,190380,8108,0,-4872,-552,9844,5576,-1156,4987,-2192,-18396,152,16,3932,17614,25944,55716,-4486,2940,-28196,312,20464
1996:Q3,206766,-3072,80148,129690,206766,102078,12184,0,-47020,-316,-23592,11528,1904,1580,1428,31836,-21384,112,-20708,14459,24244,57252,-17215,2952,33768,-432,42108
1996:Q4,250471,-3296,123352,130415,250471,183799,10216,0,-87176,-336,35796,25340,296,4603,11660,5948,-26168,32,14340,-41821,5676,79540,-5341,3048,-12040,776,42284
1997:Q1,122403,-1420,-6520,130343,122403,-63893,-36832,0,-29172,-924,37048,20200,3496,-2381,-1308,-5368,6952,28,40564,13556,7664,61120,-29658,1176,59696,-1544,41984
1997:Q2,281174,244,198876,82054,281174,18341,-29796,0,51444,-1992,51212,10780,-288,5905,2140,9796,4300,36,140,51586,4456,90416,-9629,3912,-11436,2736,27116
1997:Q3,142330,-920,46268,96982,142330,44407,-13716,0,-45696,-2284,30800,11412,1600,5844,2640,12960,7864,64,11240,-31514,14812,69056,-43170,8960,24736,-3504,35820
1997:Q4,308361,1748,157648,148965,308361,202950,-1692,0,21432,-960,119424,7504,3384,-1656,3192,-85636,5700,156,21592,-56796,25404,49836,-4514,20656,-42560,4612,16332
1998:Q1,244881,-2432,142980,104333,244881,-243457,-2752,0,-21080,-240,41936,20196,2740,-4422,3044,-1604,-2580,164,12440,48559,45208,129256,-16107,8608,163552,12600,48820
1998:Q2,405027,-1440,166792,239675,405027,197288,-988,0,91556,-396,-33132,12868,2232,4742,-376,-5856,-20080,100,31700,46509,136,114484,780,-8928,-44596,-11444,28428
1998:Q3,533054,-412,294464,239002,533054,113417,5008,0,33436,-492,128824,-18316,1980,5933,-1124,-6992,-10776,276,27116,82977,-38452,158956,45422,-12960,35348,2540,-19068
1998:Q4,711295,12184,511420,187691,711295,242832,9284,0,69884,-260,142972,6212,8660,11223,-6152,-5572,-39080,312,5136,133772,-8180,231068,70769,-19520,-128944,852,-13972
1999:Q1,586448,-1532,193332,394648,586448,-186440,2860,0,43416,-108,52960,10332,1564,10598,4036,16304,35656,112,28008,36692,61356,224696,60602,8648,121580,-2140,55716
1999:Q2,581858,600,306796,274462,581858,69144,156,0,41352,-208,31156,-21400,4312,8521,10544,10004,37652,36,7304,7761,73196,194816,60104,1308,1104,-8000,52996
1999:Q3,638287,32,407508,230747,638287,188254,4328,0,42240,-84,43420,20196,6036,4010,4644,4772,24484,-60,-8372,-16376,21324,162184,31487,-584,35876,-684,71192
1999:Q4,565926,32,367504,198390,565926,121250,-116,0,57844,-228,3844,10528,1400,-10037,4232,-300,49072,-180,64732,50687,26288,109948,13295,-11968,-3740,5496,73880
2000:Q1,236054,-2064,105092,133026,236054,-185684,11156,0,46116,-124,55408,-2640,840,-7393,8324,15632,13276,-248,-18088,-44665,-19148,115212,16545,196,108152,-2360,125548
2000:Q2,403987,1836,249040,153111,403987,126121,11536,0,39912,-40,5884,-5000,1640,14993,7940,7208,-53108,-60,75164,-9636,5936,77572,23249,-3604,-31788,908,109160
2000:Q3,506859,-2424,279440,229843,506859,60166,3376,0,47152,-40,-41592,1396,7260,-6288,11360,13896,-36212,88,63164,-59488,42444,153808,-7775,4280,86336,448,163080
2000:Q4,588776,-1180,307080,282876,588776,2217,-14040,0,39996,0,26324,7656,7428,-5161,8380,9740,-50520,448,79164,101933,12788,250116,3234,-128,-59504,-1120,169824
2001:Q1,424845,-2236,265932,161149,424845,-712652,-4556,0,43944,-480,-13804,10452,-5680,2515,9460,23644,66704,2052,-11236,297109,92028,258896,22681,3860,216128,1848,121932
2001:Q2,720374,1124,286836,432414,720374,690,2176,0,59608,0,35968,-73644,332,5943,571,18444,-14788,640,74364,163726,138140,178060,26968,9428,48072,-792,46468
2001:Q3,821956,-352,326676,495632,821956,315144,5500,0,33532,0,136016,-2536,1348,30825,18559,18600,-41816,2728,-65236,111515,-12016,234288,3084,7696,-52208,-288,77220
2001:Q4,601377,-732,337148,264961,601377,-321405,5344,0,60480,0,220756,-22356,13892,20773,6860,14592,-6840,2840,9564,66102,118632,156396,81487,11800,35152,4876,122432
2002:Q1,700981,-1796,180232,522545,700981,-50344,3144,0,40908,0,147996,3996,4152,22975,17396,80504,-11968,-148,4764,-20657,58416,242720,10304,28792,22972,15988,79072
2002:Q2,495470,1788,139108,354574,495470,-126669,2556,0,40620,0,165100,14308,5812,593,16488,58856,11392,744,-22688,-66784,13624,29948,38390,14896,85288,5268,207728
2002:Q3,459534,1580,289556,168398,459534,-189380,-3352,0,34244,0,92000,24916,1132,13239,16892,84200,-28220,2528,-8372,38386,130132,89664,95105,4792,-48668,-2328,112624
2002:Q4,532614,420,270436,261758,532614,-107624,-4972,0,58880,0,138304,288,4668,26914,22196,105660,-37464,2244,-5900,-25857,38280,164464,152325,-7812,-100100,-740,108860
2003:Q1,512108,-1580,225752,287936,512108,-508753,4244,0,-716,0,218648,3116,-3500,34687,1732,27312,31260,2240,47324,59923,100512,113252,114746,-16568,223596,3292,55760
2003:Q2,471777,516,192436,278825,471777,-243399,-23008,0,-2064,0,304844,12352,6384,7968,-888,26816,29920,20,76080,62020,76156,-38764,137811,6832,-19188,-2436,54320
2003:Q3,770411,56,459872,310483,770411,373677,-1628,0,65432,0,-250548,-33696,13276,18927,816,8024,44772,-3140,66976,86043,10968,367372,78960,-8952,21916,5052,-93836
2003:Q4,581048,-8628,125432,464244,581048,276950,-2220,0,119740,-40,157836,-6956,2660,9434,8644,10032,43764,-464,124072,-181854,-24572,-34420,-1898,10352,39428,-2252,32812
2004:Q1,-3310,1064,5600,-9974,-3310,-210183,1648,0,66400,0,352112,-11200,3896,-7282,2132,10592,3056,-780,135932,-63595,-306388,-150416,-373,34300,59712,3556,73572
2004:Q2,301285,-3644,214812,90117,301285,-175433,-1224,0,-15560,0,31068,12224,6432,-282,-5480,7456,15600,-796,132028,-49462,413256,-119548,-3359,3148,-26644,1496,76364
2004:Q3,169190,-152,118280,51062,169190,134071,-2836,0,142000,0,-248624,-13396,7152,2527,-4932,5976,15404,4196,-105180,-39873,20540,-84820,-102831,12068,297080,5796,124872
2004:Q4,-6521,312,-38696,31863,-6521,698601,2844,0,-161300,0,-105204,6676,1160,-1815,-11020,2096,9324,492,-71268,-99942,-22408,-454724,39391,15788,-195476,-3248,343512
2005:Q1,-59006,-740,-141516,83250,-59006,-154109,20288,0,-3736,0,370932,-3664,2364,-5113,8388,40648,10252,24,-27112,-212885,-12148,-169144,6297,620,54744,180,14168
2005:Q2,98598,-1384,-63668,163650,98598,319105,4932,0,95960,0,-103028,27972,6264,-13362,2608,4856,1112,488,-143460,-140072,44068,-191216,-64301,-1840,30680,-3108,220940
2005:Q3,-124175,-376,-269252,145453,-124175,-355733,-5928,0,219444,0,-41188,-27136,796,-2123,11908,7948,15416,5380,19384,-80080,108560,-142000,-22147,-2792,16188,-5136,155064
2005:Q4,404575,796,138272,265507,404575,272193,4844,0,21688,0,-16804,-752,-4824,-8826,-256,-6352,49092,1240,114304,-8724,86552,-39340,-82613,-8528,-135904,-1400,168984
2006:Q1,316522,-1012,-10056,327590,316522,-1220,-2808,0,-96184,0,207168,-26616,-424,-12439,5456,27740,11332,312,35152,-8944,-51272,-19696,-24494,884,116456,2984,153136
2006:Q2,462551,228,195156,267167,462551,-394855,-6840,0,83004,0,124228,29552,-4864,-29619,5056,-1872,11332,-168,75276,50642,49308,-11588,-39250,32172,129184,5492,356360
2006:Q3,183861,-1016,-83496,268373,183861,-30939,-116,0,79588,0,-128316,908,-4904,-2567,2280,-24320,11332,432,-52656,-37151,29780,-74000,47707,24280,173488,-2284,171320
2006:Q4,348634,496,40724,307414,348634,-117106,892,0,159052,0,-66456,12776,-12824,-5630,20188,-29428,11332,2768,11572,-118755,170928,-42976,106241,51396,12632,-5540,187572
2007:Q1,557369,-1316,65400,493285,557369,98589,-8392,0,127588,0,-31552,-2824,0,-16966,4816,8944,17132,580,-153584,10567,64668,-66676,-10601,44064,285908,5664,179444
2007:Q2,643968,-96,160028,484036,643968,58764,-8064,0,-94712,0,-20536,8532,-520,-6377,10524,7116,17132,544,72388,66132,196808,-35956,21996,2428,-36256,-3888,387912
2007:Q3,1203745,-812,552588,651969,1203745,856563,7796,0,167424,0,-260768,6156,-5708,1451,-4,9504,17132,-240,-42664,202319,-4812,22304,-26296,3712,23048,4600,222228
2007:Q4,1216159,744,340640,874775,1216159,587644,-864,0,-8288,0,-131160,-3720,-4444,2276,-18312,-6212,17132,564,-106760,136674,166564,36052,87201,34156,271336,-12028,168348
2008:Q1,749719,1276,163406,585037,749719,-54333,-14772,0,-74456,0,-40596,-8884,-2416,-212,-22524,4928,22384,3100,-42388,661942,-36712,101732,-32601,7072,168896,12504,97056
2008:Q2,1210000,252,588220,621528,1210000,353064,2076,0,-33004,0,264636,-1172,8376,26073,-3568,-35200,22384,-492,-22416,162800,-184,503572,-2836,36576,-231752,61652,99416
2008:Q3,690951,-1692,196873,495770,690951,572039,-4388,13244,-74048,58000,-4384,-36896,-1676,16361,-32760,41280,22384,832,-69096,426380,-12816,-70112,971,-25512,316608,-47080,-398380
2008:Q4,425122,992,96769,327362,425122,537594,6600,204464,-218320,20832,325136,20796,-12084,19974,-33436,17732,22384,-5420,-86020,880135,-319060,292972,-69661,-36200,-454556,37064,-725804
2009:Q1,64653,-3192,-289362,357207,64653,-662581,-1800,209136,-92184,1069284,75368,-21852,-6320,14568,7952,-1656,-59860,-720,-43636,159436,157056,175920,-240886,20304,-378232,-39348,-275296
2009:Q2,-169636,-1096,-688299,519759,-169636,-1467202,17044,174636,249516,1088088,232992,-25824,2728,28772,21668,16672,-59860,1016,-33148,-206712,67716,-19668,-148262,36908,-63020,2880,-86576
2009:Q3,-89552,3712,-625275,532012,-89552,-354829,-1404,91828,131536,1057960,-23192,-16680,-6708,39374,27236,2960,-59860,-124,-8852,-415724,118416,-118536,-244517,15620,-6320,-140,-317596
2009:Q4,-45081,1172,-470592,424338,-45081,-281080,2836,92320,23056,978836,386888,-12844,-5280,29622,-1560,15584,-59860,1576,9708,-415499,-35756,-146760,-262968,4172,-151392,7896,-224576
2010:Q1,319370,344,163135,155891,319370,-64405,12552,-40044,52372,677740,19076,-2156,-8404,29011,1408,1156,19680,788,22268,-153914,80168,-180532,-136324,14428,94900,-7088,-113311
2010:Q2,-32538,1076,-280576,246962,-32538,-92266,3512,-44264,-116652,180816,-36124,-3008,-8820,40921,-4748,6692,19680,464,-14852,-95930,275408,-122224,-142464,13376,63924,-1828,45849
2010:Q3,-293014,484,-479316,185818,-293014,127553,2504,-43716,107092,-200980,202752,-2004,-12856,31088,5052,3808,19680,1824,-38560,-189183,-66724,-54604,-95868,50072,-80232,32060,-91772
2010:Q4,-149290,760,-338306,188256,-149290,15046,-10672,-60716,75664,-372172,254620,-11940,-644,44300,-16988,9344,19680,-2452,7924,-133017,10028,11948,-9360,66584,96728,-36196,-106999
2011:Q1,261813,1192,55006,205615,261813,640907,-8708,-43108,-59164,-279804,138372,19608,-23476,33558,5976,-884,-4932,-248,4008,105195,-389832,-78952,18004,191420,37464,4612,-48202
2011:Q2,-258026,156,-438781,180599,-258026,189578,9292,-139080,-83096,-176372,-8824,-3412,-3740,15368,7524,-7016,-4932,1260,20700,-78161,908,-22112,-7229,96284,-42628,37192,-59530
2011:Q3,-3981,1936,-156534,150616,-3981,188163,-11904,-132348,-98364,-185624,67856,6464,-2560,27454,8944,-4260,-4932,-192,-124008,79167,112240,59420,-23733,70572,-64428,47144,-19052
2011:Q4,-83894,1144,-208487,123450,-83894,-219964,2676,-157984,81800,-149896,230208,-6472,-2100,44484,440,-9712,-4932,352,-93936,-71612,560372,-37432,-54,33080,-203100,-40688,-39423
2012:Q1,-78158,-3340,-191975,117157,-78158,-595414,-5148,-118520,-67592,-28792,257644,-5604,1240,30983,-3980,-6416,-15912,2312,87400,-121809,159352,-43772,-19,223328,182660,-13688,3589
2012:Q2,28905,140,-150050,178815,28905,273960,-1168,-5844,-72640,61476,-117640,11440,-1500,7019,-9488,-48724,-15912,2224,-28448,21830,163476,-25012,-236,55584,9848,-66520,-184819
2012:Q3,-23255,-296,-124905,101945,-23255,110004,848,0,62488,-107248,26248,-8296,-3412,7088,-4340,-4772,-15912,884,-41356,-50501,-161496,-75360,-89,220276,-3776,2952,22516
2012:Q4,-24216,1940,-151610,125454,-24216,-39759,132,0,-86484,369420,-13020,7080,-5444,3134,-10392,-10828,-15912,1504,-7436,-62084,265104,-52580,293,-77164,-163008,8940,-135713
2013:Q1,292582,-1012,171256,122339,292582,-401906,-8708,0,79272,593196,155096,-16608,-660,17888,-5932,-52,-2184,-2020,13644,117864,6032,-38892,-572,-37068,-29520,11392,-157679
2013:Q2,236365,1344,102050,132970,236365,-183922,7388,0,-31664,559308,76712,-1028,-840,32540,-13216,1052,-2184,-1724,-15660,30584,67004,-28216,-282,-17156,-118228,-980,-123123
2013:Q3,182088,544,36390,145153,182088,302478,96,0,-28304,502548,-81760,-212,-896,3065,-10420,-6352,-2184,-1836,-904,-53641,-220976,8792,-145,-82960,-237236,16352,76582
2013:Q4,240686,-2444,120452,122678,240686,-106308,2332,0,54480,597676,76124,-2288,-296,-9581,-10224,-3288,-2184,-3844,-396,32217,-17408,-25656,185,-159232,-62348,10964,-130240
2014:Q1,-101650,-1936,-188440,88726,-101650,323415,-468,0,-29100,424980,32292,-12824,-464,-20360,3440,-3024,9200,-2848,11144,-43792,-604392,-18268,0,-49272,3216,-9516,-115010
2014:Q2,138627,128,81431,57068,138627,44145,1920,0,-81760,235868,-17916,-7120,40,-17500,-1812,3644,9200,760,35296,-12365,-63004,7256,0,35696,-25012,7316,-16024
2014:Q3,210403,-712,146866,64250,210403,251585,1148,0,-112800,121120,88508,-1672,8,-7612,2256,-5164,9200,-912,1940,38446,-242392,19304,0,-16188,-24820,-268,88716
2014:Q4,353252,2068,261259,89925,353252,-69737,-48,0,56180,162396,8268,-568,-252,-21124,-3960,-50820,9200,876,-3112,93531,108388,20528,0,38612,-4040,-940,9874
2015:Q1,32393,-972,17509,15856,32393,61232,-9708,0,39956,-26400,200056,-5220,-1060,-12848,-2336,-17872,-1000,492,-54256,-66193,59712,-12868,0,-39216,-37140,9840,-52777
2015:Q2,119382,2076,-10000,127306,119382,43436,-2760,0,-62212,-3724,121108,16752,1444,-10227,-11312,-1352,-1000,396,24596,3619,-103044,-25712,0,-70932,-20672,-2300,223279
2015:Q3,329938,-2220,154211,177947,329938,452488,-1144,0,-99376,33436,65944,-10104,-12,-22359,-8020,-9816,-1000,-272,-31516,173064,-207984,-18260,0,-36684,119680,1488,-69614
2015:Q4,400763,1836,212244,186683,400763,150833,8400,0,73324,17184,202644,9540,44,6407,-4736,21480,-1000,164,17604,194559,-141680,1760,-400,-40204,-101996,-11320,-1843
2016:Q1,236478,-460,98451,138487,236478,-73235,10612,0,-44316,8784,23260,-1136,-1280,-14013,5532,15956,10816,244,-11100,176090,31452,2304,0,-17756,47432,-9344,76176
2016:Q2,467946,468,301904,165574,467946,17769,-14748,0,-22064,-56692,73800,-1944,-164,-19136,4160,11552,10816,784,33856,335086,-40524,65248,0,-66152,23900,4220,108179
2016:Q3,358282,-772,223265,135788,358282,-150600,5384,0,62648,-43464,236440,6828,-64,1968,7304,10088,10816,1876,-11016,142016,26640,-31860,0,-1228,-33208,-2820,120534
2016:Q4,343623,384,153063,190175,343623,64282,3932,0,-2204,1188,263756,-12560,320,22121,420,10000,10816,-1500,-12636,16556,34108,-10296,0,-22256,-46720,12984,11311
2017:Q1,384085,-924,183883,201126,384085,88365,-3436,0,9288,98740,147600,2860,24,7399,-384,8664,24936,208,-9960,20678,-30796,-20100,0,30248,86584,-1300,-75533
2017:Q2,264099,652,76092,187355,264099,-21703,4400,0,-24256,-16584,144784,3660,-660,-11208,5680,4500,24936,316,-6132,-25800,137892,-10596,0,15568,-5392,-23360,68054
2017:Q3,379388,-92,189522,189958,379388,25844,-112,0,-10752,-14784,175212,-6460,224,-8449,5368,9332,24936,1012,10036,79619,-66972,-22784,0,107572,-20432,42072,48906
2017:Q4,358572,108,162899,195564,358572,10985,39096,0,56268,-24168,127388,97976,380,-7062,11684,6252,24936,228,40676,-11093,-28208,-26636,0,62136,-66716,-2324,46774
2018:Q1,183309,1068,18378,163863,183309,-38046,-4552,0,-87268,-46796,16944,-6212,940,-9010,15528,22036,12856,-440,25072,-20521,95160,2624,0,-19852,41124,27984,155739
2018:Q2,235334,-4604,80585,159354,235334,109469,-8248,0,37296,-147120,50412,-1032,1068,-1510,5528,-11616,12856,52,17800,63273,78944,-9316,0,-12732,-23848,-6216,80274
2018:Q3,270952,-2756,113720,159987,270952,328036,-10520,0,43336,-165092,32232,-34248,-736,-6900,35260,9064,12856,980,-7220,-192405,19048,-19972,0,68244,68172,37460,53356
2018:Q4,292177,472,111649,180056,292177,308572,1500,0,-80216,-185708,167560,31520,-1584,-9768,24512,-13436,12856,-1608,15300,6589,-170664,6432,0,41928,48212,-3164,93343
2019:Q1,291413,-2956,180560,113809,291413,21306,9596,0,-18476,-184308,98776,-7256,248,-13536,8124,11200,11596,1124,4144,270876,-105828,-5260,0,113212,6816,7092,61967
2019:Q2,353319,-816,248468,105666,353319,245241,-9380,0,-24228,-248176,161020,12760,160,-5697,-8152,-372,11596,1220,4272,46494,58712,8132,0,68624,-48172,-2004,81268
2019:Q3,348720,-2168,252057,98831,348720,-34523,-1056,0,-39236,-270828,138164,24348,-2524,4744,7528,1268,11596,1420,119064,96464,74436,40160,0,16320,80972,-4656,85059
2019:Q4,274172,-976,138378,136770,274172,90988,10360,0,-52968,-243196,12712,5628,872,9485,17480,-17908,11596,1452,-36600,176609,192424,-27792,0,3040,11808,8780,99402
2020:Q1,1505533,-108,1388302,117339,1505533,63252,34276,0,-141372,203652,466460,17332,-4280,3906,-8080,-20832,12612,-2848,12044,1111679,-135364,-16596,0,-541456,205404,-13528,259272
2020:Q2,-222479,-660,-177401,-44418,-222479,-1480045,27968,0,-78900,1909024,243088,4444,7972,116721,-12048,-42400,12612,2904,50204,-726213,39820,-488,0,9336,-134316,-7704,-164457
2020:Q3,532828,-3472,505599,30701,532828,-56176,-20628,0,-51672,303768,652560,-10724,13196,104827,37564,4632,12612,1972,52564,-547486,161184,-37672,0,-532,84408,-6532,-165036
2020:Q4,812933,224,827199,-14490,812933,-240426,-27068,0,51352,234368,1050264,20504,11396,76122,-5148,-30720,12612,3204,-9324,-398440,-31176,-62496,0,14864,59172,-9236,93109
2021:Q1,698124,-1520,665939,33705,698124,-428724,-13732,0,-5500,592592,940828,11520,7696,144221,-10036,-59216,29860,-540,13084,-157238,-102948,-34772,0,-24988,-154204,-9532,-40247
2021:Q2,600926,-4,483472,117458,600926,388931,-7764,0,-33620,527648,440004,-16548,1688,81427,-16172,-42452,29860,-356,-15676,-345113,-238224,-27076,0,-45980,-88948,-7236,16533
2021:Q3,564990,-1300,514793,51497,564990,-271775,24068,0,48984,705404,445928,3256,280,33544,-1600,-30712,29860,-1940,27408,-278926,19128,-12332,0,-83164,9332,-7772,-93981
2021:Q4,585920,1144,493492,91284,585920,341629,8972,0,32288,476472,313588,-20900,-2040,39685,-13028,-39932,29860,4012,12372,-331744,-157592,-20896,0,13340,-169616,-8956,78406
2022:Q1,1039325,-1560,888306,152579,1039325,381432,-1680,0,-10696,382044,206404,-6920,4700,41650,8976,-13900,-14648,-576,22884,95453,112060,7604,0,-12344,-110684,-4440,-47994
2022:Q2,949763,1296,747470,200996,949763,694377,9688,0,98072,-42520,-369720,17692,1560,8174,8656,-27028,-14648,-2264,-23084,58903,63140,18976,0,-26304,134008,-2688,344773
2022:Q3,1049364,-1476,841566,209274,1049364,893049,2340,0,28968,-55480,-401384,5216,1080,-15920,12984,7704,-14648,-696,-37876,248371,-43904,41532,0,54772,136732,-3416,189940
2022:Q4,879125,1788,695682,181655,879125,895032,12652,0,5164,-234888,-359976,-16612,-1660,-33816,16556,-31788,-14648,-1232,-24272,277057,66664,35192,0,-29188,146400,-1820,174308
2023:Q1,1571073,-224,1431626,139671,1571073,338983,-1592,0,54464,-193884,-108820,-26300,-2236,-34985,11732,-10688,-6920,456,-53608,962401,182740,66104,0,79424,153840,-1864,161826
2023:Q2,-402633,-7008,-588842,193217,-402633,-506592,17624,0,29460,-232836,-182944,13776,-420,-25591,23448,4404,56,1064,63356,-171420,254692,45572,0,10324,78544,-808,175658
2023:Q3,-64049,6304,-292896,222543,-64049,403500,8860,0,-29544,-240648,-228548,-8000,904,-31260,46140,-2440,-756,92,-60420,-278248,49564,29816,0,43996,73444,-1584,161084
2023:Q4,85285,2440,-92696,175541,85285,46804,1640,0,35512,-197728,-139864,-4272,-2588,-22944,30904,1264,-3268,-264,24700,868,117056,51352,0,-40492,100016,-2320,88909
2024:Q1,100777,-924,-59532,161233,100777,-74458,312,0,23140,-178696,-70920,220,-1120,-15032,34000,14532,1856,364,24420,189616,55752,-13428,0,7348,41188,924,60759
2024:Q2,206700,1092,22635,182973,206700,87763,-24948,0,41968,-215744,-3340,2644,-688,-2396,35300,4168,2292,28,18124,28059,61340,14684,0,19612,198964,1600,-62730
2024:Q3,401289,172,223763,177355,401289,-15516,30780,0,45016,-221704,59292,17540,-2344,-8544,41044,-16008,-2620,1536,13696,193638,17896,-40,0,53136,57064,-1220,138648
2024:Q4,485642,772,310807,174063,485642,335894,7052,0,3788,-200804,-21056,3784,236,-423,56892,-5124,-3636,-148,21032,301348,17152,7492,0,-14184,-159656,-808,136811
2025:Q1,188492,956,35624,151911,188492,-399074,-7708,0,15464,-182120,109988,6120,-2500,13344,19332,13848,-1628,760,32572,163772,3620,13324,0,49936,393888,-728,-53719
